field_id	code	label
20002	1123	sleep apnoea
20002	1124	respiratory failure
20002	1125	pleurisy
20002	1126	spontaneous pneumothorax/recurrent pneumothorax
20002	1134	oesophageal disorder
20002	1135	stomach disorder
20002	1136	liver/biliary/pancreas problem
20002	1137	other abdominal problem
20002	1138	gastro-oesophageal reflux (gord) / gastric reflux
20002	1139	oesophagitis/barretts oesophagus
20002	1140	oesophageal stricture
20002	1141	oesophageal varicies
20002	1142	gastric/stomach ulcers
20002	1143	gastritis/gastric erosions
20002	1154	irritable bowel syndrome
20002	1155	hepatitis
20002	1156	infective/viral hepatitis
20002	1157	non-infective hepatitis
20002	1158	liver failure/cirrhosis
20002	1159	bile duct disease
20002	1160	bile duct obstruction/ascending cholangitis
20002	1161	gall bladder disease
20002	1162	cholelithiasis/gall stones
20002	1163	cholecystitis
20002	1164	pancreatic disease
20002	1165	pancreatitis
20002	1190	peritonitis
20002	1191	gastrointestinal bleeding
20002	1192	renal/kidney failure
20002	1193	renal failure requiring dialysis
20002	1194	renal failure not requiring dialysis
20002	1196	urinary tract infection/kidney infection
20002	1197	kidney stone/ureter stone/bladder stone
20002	1200	ureteric obstruction/hydronephrosis
20002	1201	bladder problem (not cancer)
20002	1202	urinary frequency / incontinence
20002	1207	prostate problem (not cancer)
20002	1210	scrotal problem (not cancer)
20002	1214	testicular problems (not cancer)
20002	1220	diabetes
20002	1221	gestational diabetes
20002	1222	type 1 diabetes
20002	1223	type 2 diabetes
20002	1224	thyroid problem (not cancer)
20002	1225	hyperthyroidism/thyrotoxicosis
20002	1226	hypothyroidism/myxoedema
20002	1228	thyroid radioablation therapy
20002	1229	parathyroid gland problem (not cancer)
20002	1230	parathyroid hyperplasia/adenoma
20002	1232	disorder of adrenal gland
20002	1233	adrenal tumour
20002	1234	adrenocortical insufficiency/addison's disease
20002	1235	hyperaldosteronism/conn's syndrome
20002	1236	phaeochromocytoma
20002	1237	disorder or pituitary gland
20002	1238	pituitary adenoma/tumour
20002	1239	cushings syndrome
20002	1240	neurological injury/trauma
20002	1242	eye/eyelid problem
20002	1243	psychological/psychiatric problem
20002	1244	infection of nervous system
20002	1245	brain abscess/intracranial abscess
20002	1246	encephalitis
20002	1247	meningitis
20002	1248	spinal abscess
20002	1249	cranial nerve problem/palsy
20002	1250	bell's palsy/facial nerve palsy
20002	1251	spinal cord disorder
20002	1252	paraplegia
20002	1254	peripheral nerve disorder
20002	1255	peripheral neuropathy
20002	1256	acute infective polyneuritis/guillain-barre syndrome
20002	1257	trapped nerve/compressed nerve
20002	1258	chronic/degenerative neurological problem
20002	1259	motor neurone disease
20002	1260	myasthenia gravis
20002	1261	multiple sclerosis
20002	1262	parkinsons disease
20002	1263	dementia/alzheimers/cognitive impairment
20002	1264	epilepsy
20002	1265	migraine
20002	1266	head injury
20002	1267	spinal injury
20002	1274	eye infection
20002	1275	retinal problem
20002	1276	diabetic eye disease
20002	1277	glaucoma
20002	1278	cataract
20002	1279	eye trauma
20002	1281	retinal detachment
20002	1282	retinal artery/vein occlusion
20002	1286	depression
20002	1287	anxiety/panic attacks
20002	1288	nervous breakdown
20002	1289	schizophrenia
20002	1290	deliberate self-harm/suicide attempt
20002	1291	mania/bipolar disorder/manic depression
20002	1293	bone disorder
20002	1294	back problem
20002	1295	joint disorder
20002	1297	muscle/soft tissue problem
20002	1308	osteomyelitis
20002	1309	osteoporosis
20002	1310	paget's disease
20002	1311	spine arthritis/spondylitis
20002	1312	prolapsed disc/slipped disc
20002	1313	ankylosing spondylitis
20002	1322	myositis/myopathy
20002	1327	low platelets/platelet disorder
20002	1328	haemophilia
20002	1330	iron deficiency anaemia
20002	1331	pernicious anaemia
20002	1332	aplastic anaemia
20002	1339	sickle cell disease
20002	1340	thalassaemia
20002	1344	stevens johnson syndrome
20002	1345	pemphigoid/pemphigus
20002	1348	gynaecological disorder (not cancer)
20002	1349	ovarian cyst or cysts
20002	1350	polycystic ovaries/polycystic ovarian syndrome
20002	1351	uterine fibroids
20002	1352	uterine polyps
20002	1353	vaginal prolapse/uterine prolapse
20002	1364	breast disease (not cancer)
20002	1366	fibrocystic disease
20002	1367	breast cysts
20002	1371	sarcoidosis
20002	1372	vasculitis
20002	1373	connective tissue disorder
20002	1374	allergy/hypersensitivity/anaphylaxis
20002	1376	giant cell/temporal arteritis
20002	1377	polymyalgia rheumatica
20002	1378	wegners granulmatosis
20002	1379	microscopic polyarteritis
20002	1380	polyartertis nodosa
20002	1381	systemic lupus erythematosis/sle
20002	1382	sjogren's syndrome/sicca syndrome
20002	1383	dermatopolymyositis
20002	1384	scleroderma/systemic sclerosis
20002	1385	allergy or anaphylactic reaction to food
20002	1386	allergy or anaphylactic reaction to drug
20002	1387	hayfever/allergic rhinitis
20002	1394	peripheral nerve injury
20002	1396	enlarged prostate
20002	1397	other demyelinating disease (not multiple sclerosis)
20002	1398	pneumonia
20002	1400	peptic ulcer
20002	1402	endometriosis
20002	1403	female infertility
20002	1404	male infertility
20002	1405	other renal/kidney problem
20002	1406	muscle or soft tissue injuries
20002	1407	burns
20002	1408	alcohol dependency
20002	1409	opioid dependency
20002	1410	other substance abuse/dependency
20002	1411	lung abscess
20002	1412	bronchitis
20002	1413	nasal/sinus disorder
20002	1414	throat or larynx disorder
20002	1415	ear/vestibular disorder
20002	1416	chronic sinusitis
20002	1417	nasal polyps
20002	1418	chronic laryngitis
20002	1419	vocal cord polyp
20002	1420	otosclerosis
20002	1421	meniere's disease
20002	1425	cerebral aneurysm
20002	1426	myocarditis
20002	1427	polycystic kidney
20002	1428	thyroiditis
20002	1429	acromegaly
20002	1430	hypopituitarism
20002	1431	hyperprolactinaemia
20002	1432	carcinoid syndrome/tumour
20002	1433	cerebral palsy
20002	1434	other neurological problem
20002	1435	optic neuritis
20002	1436	headaches (not migraine)
20002	1437	myasthenia gravis
20002	1438	polycythaemia vera
20002	1445	clotting disorder/excessive bleeding
20002	1446	anaemia
20002	1447	pancytopenia
20002	1448	neutropenia/lymphopenia
20002	1449	myeloproliferative disorder
20002	1450	monoclonal gammopathy/not myeloma
20002	1451	hereditary/genetic haematological disorder
20002	1452	eczema/dermatitis
20002	1453	psoriasis
20002	1454	blistering/desquamating skin disorder
20002	1455	chronic skin ulcers
20002	1456	malabsorption/coeliac disease
20002	1457	duodenal ulcer
20002	1458	diverticular disease/diverticulitis
20002	1459	colitis/not crohns or ulcerative colitis
20002	1460	rectal or colon adenoma/polyps
20002	1461	inflammatory bowel disease
20002	1462	crohns disease
20002	1463	ulcerative colitis
20002	1464	rheumatoid arthritis
20002	1465	osteoarthritis
20002	1466	gout
20002	1467	other joint disorder
20002	1468	diabetic neuropathy/ulcers
20002	1469	post-traumatic stress disorder
20002	1470	anorexia/bulimia/other eating disorder
20002	1471	atrial fibrillation
20002	1472	emphysema
20002	1473	high cholesterol
20002	1474	hiatus hernia
20002	1475	sclerosing cholangitis
20002	1476	sciatica
20002	1477	psoriatic arthropathy
20002	1478	cervical spondylosis
20002	1479	rheumatic fever
20002	1480	dermatomyositis
20002	1481	polymyositis
20002	1482	chronic fatigue syndrome
20002	1483	atrial flutter
20002	1484	wolff parkinson white / wpw syndrome
20002	1485	irregular heart beat
20002	1486	sick sinus syndrome
20002	1487	svt / supraventricular tachycardia
20002	1488	mitral valve prolapse
20002	1489	mitral stenosis
20002	1490	aortic stenosis
20002	1491	brain haemorrhage
20002	1492	aortic aneurysm
20002	1493	other venous/lymphatic disease
20002	1494	varicose veins
20002	1495	lymphoedema
20002	1496	alpha-1 antitrypsin deficiency
20002	1497	pneumothorax
20002	1498	empyema
20002	1499	labyrinthitis
20002	1500	vertigo
20002	1501	pyloric stenosis
20002	1502	appendicitis
20002	1503	anal problem
20002	1504	anal fissure
20002	1505	haemorrhoids / piles
20002	1506	primary biliary cirrhosis
20002	1507	haemochromatosis
20002	1508	jaundice (unknown cause)
20002	1509	gastroenteritis/dysentry
20002	1510	dyspepsia / indigestion
20002	1511	abdominal hernia
20002	1512	umbilical hernia
20002	1513	inguinal hernia
20002	1514	cystitis
20002	1515	pyelonephritis
20002	1516	bph / benign prostatic hypertrophy
20002	1517	prostatitis
20002	1518	erectile dysfunction / impotence
20002	1519	kidney nephropathy
20002	1520	iga nephropathy
20002	1521	diabetes insipidus
20002	1522	grave's disease
20002	1523	trigemminal neuralgia
20002	1524	spina bifida
20002	1525	benign / essential tremor
20002	1526	polio / poliomyelitis
20002	1527	retinitis pigmentosa
20002	1528	macular degeneration
20002	1529	dry eyes
20002	1530	iritis
20002	1531	post-natal depression
20002	1532	disc problem
20002	1533	disc degeneration
20002	1534	back pain
20002	1535	scoliosis
20002	1536	spinal stenosis
20002	1537	joint pain
20002	1538	arthritis (nos)
20002	1540	plantar fascitis
20002	1541	carpal tunnel syndrome
20002	1542	fibromyalgia
20002	1544	dupuytren's contracture
20002	1545	neck problem/injury
20002	1546	essential thrombocytosis
20002	1548	acne/acne vulgaris
20002	1549	lichen planus
20002	1550	lichen sclerosis
20002	1551	ovarian problem
20002	1552	uterine problem
20002	1553	cervical problem
20002	1554	cervical intra-epithelial neoplasia (cin) / precancerous cells cervix
20002	1555	cervical polyps
20002	1556	menorrhagia (unknown cause)
20002	1557	pelvic inflammatory disease/ pid
20002	1558	ectopic pregnancy
20002	1559	miscarriage
20002	1560	breast fibroadenoma
20002	1561	raynaud's phenomenon/disease
20002	1562	food intolerance
20002	1563	urticaria
20002	1564	antiphospholipid syndrome
20002	1578	hepatitis a
20002	1579	hepatitis b
20002	1580	hepatitis c
20002	1581	hepatitis d
20002	1582	hepatitis e
20002	1583	ischaemic stroke
20002	1584	mitral valve disease
20002	1585	mitral regurgitation / incompetence
20002	1586	aortic valve disease
20002	1587	aortic regurgitation / incompetence
20002	1588	hypertrophic cardiomyopathy (hcm / hocm)
20002	1589	pericarditis
20002	1590	pericardial effusion
20002	1591	aortic aneurysm rupture
20002	1592	aortic dissection
20002	1593	varicose ulcer
20002	1594	respiratory infection
20002	1595	pleural plaques (not known asbestosis)
20002	1596	pleural effusion
20002	1597	tinnitus / tiniitis
20002	1598	tonsiltis
20002	1599	constipation
20002	1600	bowel / intestinal perforation
20002	1601	bowel / intestinal infarction
20002	1602	bowel / intestinal obstruction
20002	1603	rectal prolapse
20002	1604	alcoholic liver disease / alcoholic cirrhosis
20002	1605	femoral hernia
20002	1606	incisional hernia
20002	1607	diabetic nephropathy
20002	1608	nephritis
20002	1609	glomerulnephritis
20002	1610	thyroid goitre
20002	1611	hyperparathyroidism
20002	1613	blepharitis / eyelid infection
20002	1614	stress
20002	1615	obsessive compulsive disorder (ocd)
20002	1616	insomnia
20002	1617	osteopenia
20002	1618	soft tissue inflammation
20002	1619	tendonitis / tendinitis / tenosynovitis
20002	1620	bursitis
20002	1621	synovitis
20002	1622	epicondylitis
20002	1623	tennis elbow / lateral epicondylitis
20002	1624	housemaid's knee (prepatellar bursitis)
20002	1625	cellulitis
20002	1626	fracture skull / head
20002	1627	fracture jaw
20002	1628	fracture nose
20002	1629	fracture face / orbit / eye socket
20002	1630	fracture neck / cervical fracture
20002	1631	fracture clavicle / collar bone
20002	1632	fracture shoulder / scapula
20002	1633	fracture upper arm / humerus / elbow
20002	1634	fracture forearm / wrist
20002	1635	fracture radius
20002	1636	fracture ulna
20002	1637	fracture wrist / colles fracture
20002	1638	fracture hand
20002	1639	fracture finger
20002	1640	fracture thumb
20002	1644	fracture rib
20002	1645	fracture sternum
20002	1646	fracture vertebra / crush fracture / vertebral collapse
20002	1647	fracture pelvis
20002	1648	fracture neck of femur / hip
20002	1649	fracture shaft of femur
20002	1650	fracture patella / knee
20002	1651	fracture lower leg / ankle
20002	1652	fracture tibia
20002	1653	fracture fibula
20002	1654	fracture foot
20002	1655	fracture metatarsal
20002	1656	fracture toe
20002	1657	septicaemia / sepsis
20002	1658	myelofibrosis
20002	1659	meningioma / benign meningeal tumour
20002	1660	rosacea
20002	1661	vitiligo
20002	1662	cervical erosion
20002	1663	abnormal smear (cervix)
20002	1664	dysmenorrhoea / dysmenorrhea
20002	1665	menopausal symptoms / menopause
20002	1666	benign breast lump
20002	1667	alopecia / hair loss
20002	1668	allergy to house dust mite
20002	1669	contact dermatitis
20002	1670	allergy to elastoplast
20002	1671	allergy to nickel
20002	1439	hiv/aids
20002	1568	measles / morbillivirus
20002	1570	rubella / german measles
20002	1674	varicella zoster virus
20002	1571	chickenpox
20002	1573	shingles
20002	1575	herpes simplex
20002	1567	infectious mononucleosis / glandular fever / epstein barr virus (ebv)
20002	1569	mumps / epidemic parotitis
20002	1566	mrsa / methicillin resistant staphylococcus aureus
20002	1442	helicobacter pylori
20002	1440	tuberculosis (tb)
20002	1441	malaria
20002	1443	schistosomiasis/bilharzia
20002	1576	dengue fever
20002	1577	typhoid fever
20002	1675	giardia / giardiasis
20002	1574	diphtheria
20002	1572	whooping cough / pertussis
20002	1676	yellow fever
20002	1677	scarlet fever / scarlatina
20002	1678	chlamydia
20002	1679	undescended testicle
20002	1680	bowen's disease
20002	1681	hydatiform mole
20002	1682	benign insulinoma
20002	1683	benign neuroma
20002	99999	unclassifiable
20002	-1	Do not know
20002	-3	Prefer not to answer
20002	-7	None of the above
20004	1069	heart surgery
20004	1070	coronary angioplasty (ptca) +/- stent
20004	1071	other arterial surgery/revascularisation procedures
20004	1095	coronary artery bypass grafts (cabg)
20004	1096	pacemaker/defibrillator insertion
20004	1097	heart valve surgery
20004	1098	heart transplant
20004	1099	aortic valve repair/replacement
20004	1100	mitral valve repair/replacement
20004	1101	other valve repair/replacement
20004	1102	fem-pop bypass/leg artery bypass
20004	1103	leg artery aneurysm repair
20004	1104	aortic aneurysm/repair or stent
20004	1105	carotid artery surgery/endarterectomy
20004	1106	cerebral artery aneurysm surgery or clipping
20004	1107	non-coronary artery angioplasty +/- stent
20004	1108	leg artery angioplasty +/- stent
20004	1109	carotid artery angioplasty +/- stent
20004	1110	renal artery angioplasty +/- stent
20004	1118	ent surgery
20004	1127	ear surgery
20004	1128	nasal/sinus/nose surgery
20004	1129	throat/larynx surgery (incl tracheostomy)
20004	1130	mouth/salivary gland surgery
20004	1195	renal/kidney transplant
20004	1197	percutaneous/open kidney stone surgery/lithotripsy
20004	1199	ureteric surgery
20004	1207	prostate operation
20004	1208	radical prostatectomy
20004	1209	transurethral resection of prostate (turp)
20004	1216	testicular/scrotal operation
20004	1217	removal of testicle/orchidectomy
20004	1218	vasectomy
20004	1219	other urological surgery
20004	1224	thyroid surgery
20004	1228	thyroid radioablation therapy
20004	1229	parathyroidectomy
20004	1232	adrenal surgery
20004	1296	bone surgery/joint surgery
20004	1297	muscle/soft tissue surgery
20004	1318	hip replacement/revision
20004	1319	knee replacement/revision
20004	1320	spine or back surgery
20004	1354	gynaecological surgery
20004	1355	bilateral oophorectomy
20004	1356	unilateral oophorectomy
20004	1357	hysterectomy
20004	1358	hysterectomy with oophorectomy
20004	1359	hysterectomy with cervical sparing
20004	1360	endometrial ablation
20004	1361	vaginal prolapse/colposuspension
20004	1362	sterilisation
20004	1363	intrauterine contraceptive device insertion/removal
20004	1365	breast surgery
20004	1368	mastectomy
20004	1369	lumpectomy
20004	1370	mammoplasty/cosmetic operation on breast
20004	1393	venous surgery/procedures
20004	1402	hernia surgery
20004	1403	inguinal/femoral hernia repair
20004	1404	umbilical hernia repair
20004	1405	incisional hernia repair
20004	1427	bladder surgery
20004	1428	transurethral resection bladder tumour (turbt)
20004	1429	cystectomy
20004	1431	urethral surgery
20004	1432	thyroidectomy/partial thyroidectomy
20004	1434	eye surgery
20004	1435	cataract extraction/lens implant
20004	1436	glaucoma surgery/trabeculectomy
20004	1437	retinal operation/vitrectomy
20004	1438	bone marrow transplant
20004	1439	reduction or fixation of bone fracture
20004	1440	amputation of leg
20004	1441	amputation of foot
20004	1442	amputation of toe
20004	1443	other amputation
20004	1444	lung removal/pneumonectomy/lobectomy
20004	1445	bullaectomy/bullae removal
20004	1446	lung transplant
20004	1447	other thoracic surgery
20004	1448	stomach surgery
20004	1449	oesophageal surgery
20004	1450	liver surgery
20004	1451	biliary surgery
20004	1452	pancreas surgery
20004	1453	splenectomy
20004	1454	liver transplant
20004	1455	cholecystectomy/gall bladder removal
20004	1456	bile duct surgery
20004	1457	pancreatic transplant
20004	1458	appendicectomy
20004	1459	bowel resection
20004	1460	anal surgery
20004	1461	large bowel resection +/- colostomy
20004	1462	small bowel resection
20004	1463	rectal or colon polypectomy
20004	1464	colectomy/hemicolectomy
20004	1465	rectal/sigmoid resection
20004	1466	other bowel surgery
20004	1467	brain surgery
20004	1468	intracranial haematoma drainage
20004	1469	cerebroventricular shunt/shunt for hydrocephalus
20004	1470	spinal cord surgery
20004	1471	peripheral nerve surgery
20004	1472	pituitary surgery
20004	1473	pituitary transplant
20004	1474	skin operation or plastic surgery
20004	1475	fertility treatment procedures
20004	1476	fistula for dialysis
20004	1477	caesarean section / caesarian section
20004	1478	tonsillectomy +/- adenoids
20004	1479	varicose vein surgery
20004	1480	wisdom teeth surgery
20004	1481	maxillo-facial surgery
20004	1482	oesphageal fundoplication/hiatus hernia surgery
20004	1483	haemorroidectomy / piles surgery/ banding of piles
20004	1484	pilonidal sinus surgery (anal)
20004	1485	abdominal/pelvic adhesion surgery
20004	1486	laparotomy nos
20004	1487	nephrectomy/kidney removed
20004	1488	anterior/posterior repair bladder/uterus
20004	1489	testicular hydrocoele surgery / drainage
20004	1490	male circumcision
20004	1491	squint correction
20004	1492	spinal laminectomy
20004	1493	arthroscopy nos
20004	1494	foot surgery
20004	1495	lower limb surgery
20004	1496	knee surgery (not replacement)
20004	1497	hip surgery (not replacement)
20004	1498	upper limb surgery
20004	1499	shoulder surgery
20004	1500	elbow surgery
20004	1501	carpal tunnel surgery
20004	1502	cruciate ligament surgery
20004	1503	bunion/hallus valgus surgery
20004	1504	removal of mole/skin lesion
20004	1505	ovarian/tubal surgery
20004	1506	ovarian cyst removal/surgery
20004	1507	ectopic pregnancy surgery
20004	1508	uterine surgery
20004	1509	myomectomy/fibroids removed
20004	1510	dilatation and curettage/d+c
20004	1511	cervix surgery
20004	1512	cone biopsy
20004	1513	breast cyst/abscess removal
20004	1514	coronary angiogram
20004	1515	angiogram not coronary
20004	1516	echocardiogram/transoesophageal echo
20004	1517	endoscopy / gastroscopy
20004	1518	ercp/endoscopic retrograde cholangiopancreatogram
20004	1519	colonoscopy/sigmoidoscopy
20004	1520	laparoscopy
20004	1521	hysteroscopy +/- biopsy
20004	1522	colposcopy +/- biopsy
20004	1523	triple heart bypass
20004	1524	cardioversion
20004	1525	mastoidectomy/mastoid surgery
20004	1526	stapedectomy
20004	1527	dental/tooth surgery
20004	1528	gallstones removed
20004	1529	duodenal surgery
20004	1530	ileostomy/colostomy surgery
20004	1531	discectomy
20004	1532	ankle surgery
20004	1533	achilles tendon repair
20004	1534	hand/finger surgery
20004	1535	dupuytren's contracture surgery
20004	1536	lipoma removed / excision of lipoma
20004	1537	lymph node surgery
20004	1538	salpingectomy
20004	1539	uterine polypectomy/uterine polyps removed
20004	1540	termination of pregnancy/top
20004	1541	cervical polyps removed
20004	1542	laser treatment cervix
20004	1543	pelvic floor surgery
20004	1544	breast biopsy
20004	1545	ecg/electrocardiogram
20004	1546	bronchoscopy
20004	1547	cystoscopy
20004	1548	pacemaker insertion
20004	1549	pacemaker battery change
20004	1550	defibrillator/icd insertion
20004	1551	defibrillator/icd battery change
20004	1552	electrophysiological studies (eps)
20004	1553	cardiac ablation
20004	1554	pericardial surgery
20004	1555	femoral/popliteal/iliac aneurysm repair
20004	1556	tympanic membrane surgery / ear drum repair
20004	1557	rhinoplasty / nose surgery
20004	1558	sinus surgery
20004	1559	nasal polyp surgery / nasal polypectomy
20004	1560	parotid surgery / parotidectomy
20004	1561	tonsillectomy / tonsil surgery
20004	1562	adenoid surgery / adenoidectomy
20004	1563	inguinal hernia repair
20004	1564	femoral hernia repair
20004	1565	gastrectomy
20004	1566	peptic ulcer surgery
20004	1567	gastric ulcer surgery
20004	1568	duodenal ulcer surgery
20004	1570	ileostomy surgery
20004	1571	ileostomy formation
20004	1572	ileostomy reversal
20004	1573	surgery for pyloric stenosis
20004	1574	colostomy surgery
20004	1575	colostomy formation
20004	1576	colostomy reversal
20004	1577	anterior resection
20004	1578	abdomino-perineal resection / ap resection
20004	1579	anal fissure surgery
20004	1580	dialysis access surgery
20004	1581	haemodialysis access / fistula surgery
20004	1582	peritoneal dialysis (capd) access surgery
20004	1583	urethral stricture surgery / dilatation
20004	1584	testicular lump removal
20004	1586	varicocoele / varicocele surgery
20004	1587	removal of epididymal cyst
20004	1588	orchidopexy
20004	1589	reversal of vasectomy / vasectomy reversal
20004	1590	spinal fusion
20004	1591	eyelid surgery
20004	1592	nasolacrimal / tear duct surgery
20004	1593	removal of malignant melanoma
20004	1594	removal of benign skin lesion
20004	1595	removal of squamous cell carcinoma (scc)
20004	1596	removal of rodent ulcer / basal cell carcinoma (bcc)
20004	1597	skin graft
20004	1598	nail surgery / nail removal
20004	1599	exercise ecg
20004	1600	mri / magnetic resonance imaging
20004	1601	laryngoscopy
20004	1602	nasal endoscopy
20004	1603	scan / x-ray
20004	1604	cardiac investigation
20004	1605	gastrointestinal investigation
20004	1606	genito-urinary investigation
20004	1607	ct scan
20004	1608	bone scan
20004	1609	ultrasound scan
20004	1610	pet scan
20004	1611	barium meal / barium swallow
20004	1612	barium enema
20004	1613	ct colonoscopy
20004	1614	biopsy
20004	1615	bone marrow biopsy
20004	1616	liver biopsy
20004	1617	prostate biopsy
20004	1618	renal biopsy / kidney biopsy
20004	1619	lung biopsy
20004	1620	lumbar puncture
20004	1621	cystoscopy
20004	99999	unclassifiable
20004	-1	Do not know
20004	-3	Prefer not to answer
20004	-7	None of the above
2443	1	Yes
2443	0	No
2443	-1	Do not know
2443	-3	Prefer not to answer
2986	1	Yes
2986	0	No
2986	-2	Not applicable
2986	-1	Do not know
2986	-3	Prefer not to answer
4041	1	Yes
4041	0	No
4041	-2	Not applicable
4041	-1	Do not know
4041	-3	Prefer not to answer
6150	1	Heart attack
6150	2	Angina
6150	3	Stroke
6150	4	High blood pressure
6150	-7	None of the above
6150	-3	Prefer not to answer
6152	5	Blood clot in the leg (DVT)
6152	7	Blood clot in the lung
6152	6	Emphysema/chronic bronchitis
6152	8	Asthma
6152	9	Hayfever, allergic rhinitis or eczema
6152	-7	None of the above
6152	-3	Prefer not to answer
4728	1	Yes
4728	0	No
4728	-1	Do not know
4728	-3	Prefer not to answer
5452	1	Yes
5452	0	No
5452	-1	Do not know
5452	-2	Not applicable
5452	-3	Prefer not to answer
5463	1	Yes
5463	0	No
5463	-1	Do not know
5463	-2	Not applicable
5463	-3	Prefer not to answer
5474	1	Yes
5474	0	No
5474	-1	Do not know
5474	-2	Not applicable
5474	-3	Prefer not to answer
5485	1	Yes
5485	0	No
5485	-1	Do not know
5485	-2	Not applicable
5485	-3	Prefer not to answer
5496	1	Yes
5496	0	No
5496	-1	Do not know
5496	-2	Not applicable
5496	-3	Prefer not to answer
5507	1	Stop
5507	2	Slow down
5507	3	Continue at same pace
5507	-1	Do not know
5507	-2	Not applicable
5507	-3	Prefer not to answer
5518	1	Pain usually continues for more than 10 minutes
5518	2	Pain usually disappears in less than 10 minutes
5518	-1	Do not know
5518	-2	Not applicable
5518	-3	Prefer not to answer
5529	1	Yes
5529	0	No
5529	-1	Do not know
5529	-2	Not applicable
5529	-3	Prefer not to answer
5540	0	No
5540	1	Yes, toes
5540	2	Yes, leg below the knee
5540	3	Yes, leg above the knee
5540	-1	Do not know
5540	-2	Not applicable
5540	-3	Prefer not to answer
2463	1	Yes
2463	0	No
2463	-1	Do not know
2463	-3	Prefer not to answer
3005	1	Yes
3005	0	No
3005	-1	Do not know
3005	-2	Not applicable
3005	-3	Prefer not to answer
6151	1	Ankle
6151	2	Leg
6151	3	Hip
6151	4	Spine
6151	5	Wrist
6151	6	Arm
6151	7	Other bones
6151	-1	Do not know
6151	-2	Not applicable
6151	-3	Prefer not to answer
20126	0	No Bipolar or Depression
